10 737
-1.0 1.0 -1.395869 -3.373008 -1.733862 1.224734 2.795819 1.656989 -0.806339 -0.448395 1.000000
-1.0 1.0 3.631415 -0.043474 -2.229289 -0.214679 1.997028 0.285358 -2.502313 -4.272587 -1.000000
-1.0 1.0 -6.559207 -1.998219 6.772611 6.237480 -2.399846 -5.128623 -2.758519 2.081338 1.000000
-1.0 1.0 2.480765 1.602352 1.417116 1.770472 1.839011 -2.996916 -3.859484 1.344080 -1.000000
-1.0 1.0 -6.427142 -4.387823 2.883442 6.246197 1.457246 -3.741677 -0.246873 3.142851 1.000000
-1.0 1.0 1.208767 0.669545 -2.197997 -0.925096 2.948051 1.465611 -1.456187 -0.807375 -1.000000
-1.0 1.0 -6.465988 -5.324813 4.698204 7.093320 1.032722 -3.020027 -0.250199 0.596958 1.000000
-1.0 1.0 1.005183 -2.127136 0.913995 1.784245 -2.605647 -4.439754 -0.892173 2.874200 -1.000000
-1.0 1.0 -3.853183 0.884469 3.652038 0.343175 -1.683377 1.074231 0.661846 -2.339404 1.000000
-1.0 1.0 0.557209 2.302419 2.014194 -4.744836 -6.572612 0.914288 6.845623 2.429174 -1.000000
-1.0 1.0 -4.859732 -4.792272 3.459200 1.584448 -3.105121 1.484214 1.478594 -4.842407 1.000000
-1.0 1.0 -1.326250 -0.588254 1.835414 -1.365021 -1.717893 0.000533 0.343289 3.019177 -1.000000
-1.0 1.0 -0.020252 -0.203185 2.778102 -1.878284 -4.161173 -0.766395 3.508635 0.655024 1.000000
-1.0 1.0 -2.651560 0.259623 4.778824 -0.060989 -4.015747 -0.727910 -0.378664 1.922936 -1.000000
-1.0 1.0 -7.750272 0.466165 8.282945 2.631313 -0.209571 -0.215181 1.727951 -0.165879 1.000000
-1.0 1.0 -0.284301 0.257360 0.627642 -2.119903 -4.417799 0.307005 4.536841 2.721508 -1.000000
-1.0 1.0 -4.505993 0.536475 5.704038 6.277083 0.322295 -4.859775 -5.103230 2.747600 1.000000
-1.0 1.0 -0.987755 0.470839 3.022515 -0.799716 -3.792256 -1.584924 0.754860 2.511573 -1.000000
-1.0 1.0 -5.274820 -1.270153 4.833678 1.682098 0.331171 1.222452 -0.248264 -1.443261 1.000000
-1.0 1.0 0.709806 -1.263822 1.493463 0.471096 -1.038849 0.192471 1.122329 0.222192 -1.000000
-1.0 1.0 1.167404 -3.630589 -5.403685 -3.860001 1.946320 2.824634 0.910296 -0.876913 1.000000
-1.0 1.0 1.402246 -0.117399 -0.895159 -5.094422 -3.119578 5.198568 6.384532 -0.607105 -1.000000
-1.0 1.0 -3.230123 -0.273317 4.335467 -0.647705 -4.807259 0.140156 5.650179 2.053909 1.000000
-1.0 1.0 1.649122 -2.566420 -0.068302 -1.211274 -6.708200 0.957796 8.072636 4.938648 -1.000000
-1.0 1.0 -1.478580 2.633101 3.781106 3.027761 -1.355638 -4.046839 0.632956 2.453391 1.000000
-1.0 1.0 -0.575572 0.282959 1.196774 0.723287 -4.083476 -2.257985 2.776436 4.189027 -1.000000
-1.0 1.0 -2.732164 -0.823177 2.359047 6.099736 2.330608 -3.223949 -2.218203 -2.427879 1.000000
-1.0 1.0 4.885494 -0.880464 -3.563875 -3.126188 -1.440891 3.186513 4.919387 0.587901 -1.000000
-1.0 1.0 -2.689302 1.841914 4.952671 1.506443 -1.003059 -1.471272 -3.159814 -0.076543 1.000000
-1.0 1.0 -1.178433 -0.169116 -1.367417 -1.614593 -0.428147 1.989052 3.143122 0.823479 -1.000000
-1.0 1.0 -3.918572 1.493222 4.348712 1.298331 0.239881 -1.807472 -4.129306 -2.310989 1.000000
-1.0 1.0 0.838216 -1.040384 0.836477 1.102892 -0.932633 -2.960787 0.261962 0.470270 -1.000000
-1.0 1.0 -1.488308 0.498028 1.717427 1.361846 -1.746050 -3.174139 0.760905 3.173599 1.000000
-1.0 1.0 1.371936 0.311103 -0.160165 2.046297 2.472626 -0.167425 -2.121547 -3.122732 -1.000000
-1.0 1.0 -5.681504 1.056880 6.441275 3.561565 -3.980787 -4.237574 -0.521239 3.174092 1.000000
-1.0 1.0 -0.278784 3.531949 3.062027 1.562784 0.197395 -2.801525 -3.152288 -0.495027 -1.000000
-1.0 1.0 -2.556273 0.454929 5.130562 2.895238 -1.216243 -2.456724 -2.671429 -0.888099 1.000000
-1.0 1.0 -0.527805 -6.397654 -0.856560 3.569516 0.702010 -0.262664 -1.717008 -0.802528 -1.000000
-1.0 1.0 -2.814817 0.286442 2.911308 0.560757 -1.014605 -0.967299 0.978015 1.298701 1.000000
-1.0 1.0 -0.066365 -1.070890 -0.328428 0.499163 0.305529 -1.561042 -4.706031 0.352638 -1.000000
-1.0 1.0 -8.141369 -3.173874 3.635724 6.770399 2.716776 -1.200135 -2.507486 -0.854750 1.000000
-1.0 1.0 -2.924387 1.249534 3.654032 -1.678352 1.294828 -1.515619 -1.305222 -0.313034 -1.000000
-1.0 1.0 -4.517647 -7.312846 0.029873 4.905429 1.820914 -0.022708 -3.405400 -1.746846 1.000000
-1.0 1.0 -2.683082 -1.054028 2.035361 1.990328 1.653075 1.198652 -2.489097 -4.771350 -1.000000
-1.0 1.0 -4.436805 0.223793 5.363997 5.340485 -1.715578 -3.722853 -0.881401 0.264676 1.000000
-1.0 1.0 5.129313 0.368775 -2.484228 -3.672485 -0.841918 0.746176 2.128284 1.110202 -1.000000
-1.0 1.0 2.147277 2.741426 0.697742 -1.732227 -0.157068 2.031470 2.022144 -1.562394 1.000000
-1.0 1.0 2.658241 0.147825 -2.165079 -2.215621 -3.215509 2.658906 4.719398 0.990915 -1.000000
-1.0 1.0 -3.509979 0.103331 3.675776 1.047879 -1.914412 -2.547976 2.299456 3.996851 1.000000
-1.0 1.0 3.481065 -2.610653 -2.772041 0.002261 0.250025 -1.234648 0.094173 1.213338 -1.000000
-1.0 1.0 -4.507483 -0.418939 4.284748 2.996423 0.667663 -2.897933 -3.774923 0.622885 1.000000
-1.0 1.0 0.783912 -0.906369 0.824510 -2.238062 -1.327413 2.493497 2.040865 -0.682556 -1.000000
-1.0 1.0 -4.254983 -1.109233 8.952906 6.951351 -4.012298 -7.800317 -3.208121 0.687443 1.000000
-1.0 1.0 0.170458 1.030022 0.019227 1.438560 -0.639107 -1.418658 -0.062724 1.897352 -1.000000
-1.0 1.0 1.742944 -0.109615 -0.482779 3.640684 3.067911 -3.197231 -3.577446 0.237508 1.000000
-1.0 1.0 5.626834 -0.179198 -4.433142 -0.126230 3.359918 2.256184 -0.625908 -6.887254 -1.000000
-1.0 1.0 -4.827624 -6.316119 -1.322789 5.319461 5.309805 0.967289 -2.204206 -3.432519 1.000000
-1.0 1.0 -0.561266 1.120388 -2.463938 -3.590888 -0.766843 1.193132 1.928297 0.596296 -1.000000
-1.0 1.0 -1.453605 -5.313133 -1.709388 2.504672 0.727173 -0.572355 1.222777 4.935902 1.000000
-1.0 1.0 1.861566 2.770559 0.915647 0.344513 -0.149181 -1.565589 -1.497457 1.560777 -1.000000
-1.0 1.0 -3.076986 0.631630 5.894439 4.418562 -1.930270 -5.130912 -0.011920 3.388190 1.000000
-1.0 1.0 0.858242 0.025522 -0.391298 0.910790 0.089390 -1.746888 -3.333426 -2.651316 -1.000000
-1.0 1.0 -3.381378 -1.295978 5.277393 6.281686 -0.756502 -6.697316 -7.005804 1.387560 1.000000
-1.0 1.0 -2.349069 0.534940 -0.953922 -1.390710 0.840852 0.869087 1.537195 1.394774 -1.000000
-1.0 1.0 -7.850872 0.225669 5.981087 2.076269 -0.669138 -2.245046 -1.167182 0.892607 1.000000
-1.0 1.0 -2.635302 -0.999129 0.620810 0.323723 -0.203743 -2.195266 -2.071434 -0.834775 -1.000000
-1.0 1.0 -2.256440 -2.019712 0.432279 3.080719 1.037959 -2.348336 -0.289555 1.847262 1.000000
-1.0 1.0 -1.144746 1.831472 -0.294655 0.281983 0.955284 -2.078245 -0.388556 3.929701 -1.000000
-1.0 1.0 0.870544 2.314964 3.855128 0.761994 -1.808956 -1.818933 -0.499177 0.187727 1.000000
-1.0 1.0 -1.108231 1.350575 3.114484 0.141126 -1.921315 -4.512851 -2.897695 2.764847 -1.000000
-1.0 1.0 -4.529084 0.693667 4.767553 1.068048 -0.188737 -2.624386 -1.566511 2.826297 1.000000
-1.0 1.0 1.234819 5.899575 2.833144 -0.665565 -1.961817 -2.775253 -3.541321 1.431566 -1.000000
-1.0 1.0 -2.380728 1.473002 2.805371 -1.845869 -1.736651 2.550300 0.980689 -0.708401 1.000000
-1.0 1.0 -1.041916 5.369323 3.809386 -0.591197 -1.211232 -1.629764 -2.514009 2.357288 -1.000000
-1.0 1.0 -1.695104 0.834793 3.717040 2.041817 -2.676944 -3.281299 -1.768255 3.971981 1.000000
-1.0 1.0 -0.824260 1.000739 0.198162 1.890332 -0.486674 -2.020147 -0.360530 1.081707 -1.000000
-1.0 1.0 -3.306326 -0.275582 2.914291 2.926601 1.930324 -0.898880 -4.184739 -1.898683 1.000000
-1.0 1.0 4.846394 -2.197677 -3.029158 0.187268 -1.110643 1.308549 2.393281 0.835898 -1.000000
-1.0 1.0 -4.637275 -0.162718 4.505248 2.257780 -2.400125 -0.171833 0.154360 -2.394545 1.000000
-1.0 1.0 0.051567 0.626915 1.666417 0.218361 -0.402581 2.280851 1.163010 -1.395540 -1.000000
-1.0 1.0 0.746285 -2.301499 -1.140381 0.805663 0.192644 0.209451 3.521637 3.029560 1.000000
-1.0 1.0 1.606663 -1.778142 -2.868861 2.411528 3.673236 -2.099487 -1.967733 1.311764 -1.000000
-1.0 1.0 -2.229042 -2.832710 2.411055 3.490916 1.555886 -2.097694 -2.571790 1.248395 1.000000
-1.0 1.0 -0.540373 -3.573352 -2.147836 3.493948 3.604010 2.626258 0.128324 -0.881966 -1.000000
-1.0 1.0 -6.783725 -0.722109 5.612323 4.761030 1.009703 -3.253988 -7.021706 -2.413093 1.000000
-1.0 1.0 -0.209540 -1.832609 -5.175480 -3.657328 1.512360 3.375660 1.346512 -3.449751 -1.000000
-1.0 1.0 -2.264910 0.283828 3.162886 3.773020 0.109350 -3.378797 -6.434339 -4.411104 1.000000
-1.0 1.0 0.522100 1.893445 1.225010 -1.855065 -1.536208 0.661922 2.293012 0.332330 -1.000000
-1.0 1.0 -3.597065 0.435145 4.246859 0.739664 -1.705713 0.366944 3.336973 0.063935 1.000000
-1.0 1.0 -0.899008 -1.866907 -2.606705 -1.881665 -0.162636 0.941922 1.050642 0.297121 -1.000000
-1.0 1.0 -2.938720 -5.569146 2.462740 7.836606 -0.316030 -6.005887 -1.898740 2.433950 1.000000
-1.0 1.0 -0.825826 -2.531201 0.486095 0.513142 -1.618497 1.086761 -0.807183 -1.300535 -1.000000
-1.0 1.0 -4.094257 3.683511 9.216578 3.040559 -3.173506 -1.425622 -1.086569 -1.672086 1.000000
-1.0 1.0 1.511592 -4.239107 -3.871993 0.426447 0.989609 2.004716 1.883108 3.616751 -1.000000
-1.0 1.0 -5.261524 0.363993 5.998025 1.611231 -4.000741 -4.828507 3.470541 6.240095 1.000000
-1.0 1.0 0.442902 -2.064683 -2.443911 -3.753563 -1.216878 2.875600 5.337026 -0.327949 -1.000000
-1.0 1.0 -1.317553 -3.153951 -1.475320 2.489552 0.640788 0.258409 -0.234667 2.260926 1.000000
-1.0 1.0 0.367369 -0.498132 -2.419212 0.078455 2.254918 3.633741 2.046178 -0.437734 -1.000000
-1.0 1.0 -3.545353 -0.101441 3.437218 1.057383 -1.702603 -2.087815 -2.504293 0.269825 1.000000
-1.0 1.0 -2.193605 -1.863362 -0.599708 1.685474 -1.823986 -1.891369 3.257109 3.610244 -1.000000
-1.0 1.0 -6.045504 -0.781988 7.427950 5.117310 -3.547679 -2.000739 -0.591839 0.911657 1.000000
-1.0 1.0 -1.290262 0.768807 5.319875 3.430098 -2.640234 -1.599026 0.774750 -2.636216 -1.000000
-1.0 1.0 -3.690530 3.037435 4.494273 -1.614094 -3.366932 2.031801 2.285598 -2.308159 1.000000
-1.0 1.0 -0.365502 -1.192114 0.036190 0.080780 -0.457994 0.041836 1.303334 2.424914 -1.000000
-1.0 1.0 -2.372851 2.599000 3.981773 0.256734 -3.005462 -5.059491 -1.280124 6.308872 1.000000
-1.0 1.0 -2.265235 -1.219719 0.092821 0.231028 -0.137132 0.386518 0.179665 -2.840316 -1.000000
-1.0 1.0 -6.811319 -1.195746 6.852297 7.083828 -0.651531 -3.561035 -2.295494 -1.070570 1.000000
-1.0 1.0 1.754243 0.162850 -3.155494 -1.283752 -2.537754 1.806983 3.711941 -1.050293 -1.000000
-1.0 1.0 -1.925275 -1.239436 0.000787 2.535263 0.208455 -5.399212 -3.792994 1.260143 1.000000
-1.0 1.0 0.229396 -2.868806 -2.795721 -1.541314 -0.156172 0.851428 0.347721 0.029672 -1.000000
-1.0 1.0 -2.206944 0.192308 1.113824 0.565450 1.423812 -1.233353 -0.436462 1.020398 1.000000
-1.0 1.0 3.074011 1.818102 -3.716580 -3.394184 0.364479 3.779530 3.801001 1.399818 -1.000000
-1.0 1.0 -4.825525 0.497206 2.444581 3.079417 2.722080 -0.065981 -5.085661 -3.887761 1.000000
-1.0 1.0 3.818013 -0.438975 0.522292 2.315024 -0.349388 0.084554 -1.582888 -8.420192 -1.000000
-1.0 1.0 -3.671534 2.354321 8.098296 4.323148 -1.452595 -5.118988 -5.137065 -1.168683 1.000000
-1.0 1.0 3.048217 0.887897 -3.543415 -3.549041 3.159260 6.252383 -0.113273 -4.257079 -1.000000
-1.0 1.0 -5.541216 -5.005261 0.666930 6.559967 2.794870 -3.021730 -2.536833 1.129241 1.000000
-1.0 1.0 1.938411 1.091075 0.593289 -0.852584 -4.464811 -1.840737 2.933371 3.438558 -1.000000
-1.0 1.0 -1.396708 0.508893 -0.056388 1.051092 -0.044107 -2.138241 3.054862 6.274644 1.000000
-1.0 1.0 2.556248 -0.355846 -4.255759 -3.168208 2.322707 2.803957 1.480025 -1.745992 -1.000000
-1.0 1.0 -6.135192 -2.765850 4.636271 6.531926 1.633481 -3.064363 -3.980491 0.114409 1.000000
-1.0 1.0 0.831666 -3.289376 -3.862269 2.201104 5.011244 1.303648 -3.638213 -4.323255 -1.000000
-1.0 1.0 -4.041622 0.274208 7.129910 6.293982 0.173178 -4.391218 -2.158537 -0.606190 1.000000
-1.0 1.0 4.597317 -1.221490 -3.967216 -2.543204 2.991538 3.579592 -0.628990 -3.507160 -1.000000
-1.0 1.0 -3.826593 -2.441307 3.614514 4.642083 0.592438 -1.966392 -0.792015 0.087763 1.000000
-1.0 1.0 1.413016 2.339482 2.448652 2.027867 -4.140460 -5.899691 -2.519406 1.333856 -1.000000
-1.0 1.0 -2.806282 -2.059829 1.143455 3.110096 1.793052 -1.196559 -3.668334 -3.310560 1.000000
-1.0 1.0 -1.854114 2.452325 2.674596 -0.080843 -1.209118 -2.312997 -0.047264 -0.229113 -1.000000
-1.0 1.0 -4.243750 -2.646824 1.498258 3.245051 -1.718715 0.628724 3.508485 1.122191 1.000000
